bias,positiveness,negativeness,label
1.0,3066.0,98.0,1.0
1.0,3219.0,239.0,1.0
1.0,558.0,5.0,1.0
1.0,2961.0,2.0,1.0
1.0,3325.0,377.0,1.0
1.0,76.0,53.0,1.0
1.0,3097.0,198.0,1.0
1.0,3520.0,116.0,1.0
1.0,687.0,154.0,1.0
1.0,3231.0,109.0,1.0
1.0,3460.0,871.0,1.0
1.0,1830.0,820.0,1.0
1.0,561.0,0.0,1.0
1.0,3483.0,96.0,1.0
1.0,3346.0,248.0,1.0
1.0,2986.0,2.0,1.0
1.0,2980.0,11.0,1.0
1.0,3367.0,447.0,1.0
1.0,3484.0,346.0,1.0
1.0,1549.0,649.0,1.0
1.0,3972.0,561.0,1.0
1.0,3073.0,81.0,1.0
1.0,713.0,48.0,1.0
1.0,3370.0,231.0,1.0
1.0,3087.0,216.0,1.0
1.0,3319.0,161.0,1.0
1.0,3211.0,369.0,1.0
1.0,3057.0,96.0,1.0
1.0,3243.0,205.0,1.0
1.0,3232.0,312.0,1.0
1.0,2977.0,18.0,1.0
1.0,3053.0,91.0,1.0
1.0,3054.0,87.0,1.0
1.0,3174.0,130.0,1.0
1.0,3268.0,151.0,1.0
1.0,3167.0,42.0,1.0
1.0,3006.0,43.0,1.0
1.0,3573.0,142.0,1.0
1.0,3276.0,327.0,1.0
1.0,3387.0,255.0,1.0
1.0,1133.0,312.0,1.0
1.0,3030.0,58.0,1.0
1.0,3353.0,496.0,1.0
1.0,536.0,1.0,1.0
1.0,3247.0,171.0,1.0
1.0,3355.0,331.0,1.0
1.0,3020.0,22.0,1.0
1.0,3941.0,570.0,1.0
1.0,3194.0,291.0,1.0
1.0,3165.0,179.0,1.0
1.0,3498.0,106.0,1.0
1.0,1388.0,325.0,1.0
1.0,2975.0,3.0,1.0
1.0,691.0,85.0,1.0
1.0,3484.0,96.0,1.0
1.0,2986.0,2.0,1.0
1.0,1093.0,107.0,1.0
1.0,3306.0,131.0,1.0
1.0,3264.0,245.0,1.0
1.0,3483.0,97.0,1.0
1.0,4719.0,1216.0,1.0
1.0,5939.0,39.0,1.0
1.0,4123.0,661.0,1.0
1.0,555.0,0.0,1.0
1.0,693.0,115.0,1.0
1.0,2985.0,18.0,1.0
1.0,3174.0,297.0,1.0
1.0,874.0,268.0,1.0
1.0,2988.0,40.0,1.0
1.0,1451.0,712.0,1.0
1.0,794.0,291.0,1.0
1.0,3260.0,141.0,1.0
1.0,1108.0,118.0,1.0
1.0,3041.0,80.0,1.0
1.0,3276.0,48.0,1.0
1.0,837.0,299.0,1.0
1.0,3625.0,447.0,1.0
1.0,2993.0,35.0,1.0
1.0,773.0,303.0,1.0
1.0,3181.0,206.0,1.0
1.0,3044.0,91.0,1.0
1.0,3166.0,165.0,1.0
1.0,3530.0,276.0,1.0
1.0,754.0,316.0,1.0
1.0,2983.0,40.0,1.0
1.0,2972.0,4.0,1.0
1.0,4073.0,743.0,1.0
1.0,599.0,114.0,1.0
1.0,3166.0,185.0,1.0
1.0,955.0,468.0,1.0
1.0,3177.0,237.0,1.0
1.0,3452.0,261.0,1.0
1.0,3097.0,27.0,1.0
1.0,122.0,56.0,1.0
1.0,1207.0,306.0,1.0
1.0,2998.0,14.0,1.0
1.0,3196.0,183.0,1.0
1.0,555.0,0.0,1.0
1.0,2986.0,2.0,1.0
1.0,555.0,0.0,1.0
1.0,2998.0,14.0,1.0
1.0,3823.0,830.0,1.0
1.0,4073.0,743.0,1.0
1.0,3620.0,149.0,1.0
1.0,3036.0,111.0,1.0
1.0,2971.0,7.0,1.0
1.0,2989.0,3.0,1.0
1.0,2985.0,23.0,1.0
1.0,3354.0,382.0,1.0
1.0,790.0,133.0,1.0
1.0,1576.0,351.0,1.0
1.0,2961.0,2.0,1.0
1.0,3492.0,350.0,1.0
1.0,3039.0,13.0,1.0
1.0,3134.0,202.0,1.0
1.0,2998.0,14.0,1.0
1.0,3178.0,90.0,1.0
1.0,3020.0,41.0,1.0
1.0,3090.0,224.0,1.0
1.0,3288.0,330.0,1.0
1.0,3277.0,324.0,1.0
1.0,3621.0,188.0,1.0
1.0,3360.0,255.0,1.0
1.0,2971.0,5.0,1.0
1.0,2973.0,20.0,1.0
1.0,2992.0,25.0,1.0
1.0,3264.0,216.0,1.0
1.0,2986.0,2.0,1.0
1.0,530.0,9.0,1.0
1.0,3117.0,286.0,1.0
1.0,3268.0,300.0,1.0
1.0,1430.0,340.0,1.0
1.0,3921.0,459.0,1.0
1.0,3484.0,96.0,1.0
1.0,4785.0,698.0,1.0
1.0,4073.0,743.0,1.0
1.0,560.0,29.0,1.0
1.0,3565.0,345.0,1.0
1.0,274.0,162.0,1.0
1.0,986.0,341.0,1.0
1.0,2964.0,9.0,1.0
1.0,643.0,40.0,1.0
1.0,3106.0,212.0,1.0
1.0,1097.0,104.0,1.0
1.0,3156.0,92.0,1.0
1.0,3756.0,644.0,1.0
1.0,3371.0,193.0,1.0
1.0,1600.0,412.0,1.0
1.0,848.0,155.0,1.0
1.0,3415.0,302.0,1.0
1.0,3696.0,484.0,1.0
1.0,3163.0,66.0,1.0
1.0,808.0,324.0,1.0
1.0,523.0,0.0,1.0
1.0,3100.0,256.0,1.0
1.0,619.0,10.0,1.0
1.0,3321.0,390.0,1.0
1.0,665.0,79.0,1.0
1.0,949.0,345.0,1.0
1.0,203.0,309.0,1.0
1.0,669.0,138.0,1.0
1.0,2984.0,11.0,1.0
1.0,3523.0,104.0,1.0
1.0,2986.0,2.0,1.0
1.0,4073.0,743.0,1.0
1.0,745.0,36.0,1.0
1.0,1074.0,94.0,1.0
1.0,3197.0,306.0,1.0
1.0,2989.0,3.0,1.0
1.0,563.0,94.0,1.0
1.0,3920.0,356.0,1.0
1.0,3808.0,165.0,1.0
1.0,606.0,5.0,1.0
1.0,609.0,106.0,1.0
1.0,3516.0,406.0,1.0
1.0,1166.0,398.0,1.0
1.0,745.0,84.0,1.0
1.0,2238.0,742.0,1.0
1.0,3162.0,88.0,1.0
1.0,633.0,95.0,1.0
1.0,2980.0,4.0,1.0
1.0,1074.0,94.0,1.0
1.0,3161.0,197.0,1.0
1.0,3037.0,24.0,1.0
1.0,555.0,0.0,1.0
1.0,3451.0,591.0,1.0
1.0,1073.0,105.0,1.0
1.0,3437.0,311.0,1.0
1.0,959.0,152.0,1.0
1.0,4073.0,743.0,1.0
1.0,3069.0,97.0,1.0
1.0,3005.0,26.0,1.0
1.0,2996.0,31.0,1.0
1.0,3114.0,130.0,1.0
1.0,4120.0,399.0,1.0
1.0,3382.0,336.0,1.0
1.0,3137.0,72.0,1.0
1.0,3335.0,281.0,1.0
1.0,3066.0,255.0,1.0
1.0,21.0,17.0,1.0
1.0,4785.0,698.0,1.0
1.0,3358.0,164.0,1.0
1.0,3523.0,104.0,1.0
1.0,3318.0,439.0,1.0
1.0,3275.0,386.0,1.0
1.0,238.0,121.0,1.0
1.0,614.0,78.0,1.0
1.0,2986.0,2.0,1.0
1.0,3058.0,117.0,1.0
1.0,4073.0,743.0,1.0
1.0,2961.0,2.0,1.0
1.0,1000.0,348.0,1.0
1.0,1075.0,94.0,1.0
1.0,3485.0,105.0,1.0
1.0,3211.0,354.0,1.0
1.0,553.0,0.0,1.0
1.0,3109.0,101.0,1.0
1.0,3086.0,62.0,1.0
1.0,3019.0,13.0,1.0
1.0,699.0,191.0,1.0
1.0,3768.0,424.0,1.0
1.0,3429.0,228.0,1.0
1.0,3363.0,368.0,1.0
1.0,2.0,1.0,1.0
1.0,3100.0,17.0,1.0
1.0,4102.0,481.0,1.0
1.0,3019.0,7.0,1.0
1.0,4381.0,706.0,1.0
1.0,1288.0,310.0,1.0
1.0,750.0,185.0,1.0
1.0,3308.0,163.0,1.0
1.0,3025.0,54.0,1.0
1.0,3621.0,188.0,1.0
1.0,3098.0,87.0,1.0
1.0,3454.0,585.0,1.0
1.0,525.0,0.0,1.0
1.0,3086.0,247.0,1.0
1.0,3217.0,137.0,1.0
1.0,2998.0,12.0,1.0
1.0,1.0,0.0,1.0
1.0,3485.0,510.0,1.0
1.0,3175.0,36.0,1.0
1.0,3604.0,513.0,1.0
1.0,2986.0,2.0,1.0
1.0,717.0,194.0,1.0
1.0,4073.0,743.0,1.0
1.0,3294.0,243.0,1.0
1.0,3840.0,495.0,1.0
1.0,3170.0,255.0,1.0
1.0,2960.0,2.0,1.0
1.0,3065.0,84.0,1.0
1.0,2985.0,15.0,1.0
1.0,566.0,0.0,1.0
1.0,3867.0,296.0,1.0
1.0,3083.0,30.0,1.0
1.0,3518.0,116.0,1.0
1.0,2982.0,26.0,1.0
1.0,3307.0,454.0,1.0
1.0,598.0,27.0,1.0
1.0,1147.0,210.0,1.0
1.0,2997.0,73.0,1.0
1.0,3533.0,356.0,1.0
1.0,3747.0,762.0,1.0
1.0,130.0,23.0,1.0
1.0,3401.0,402.0,1.0
1.0,3297.0,130.0,1.0
1.0,3042.0,41.0,1.0
1.0,4073.0,743.0,1.0
1.0,3826.0,375.0,1.0
1.0,3201.0,265.0,1.0
1.0,3204.0,242.0,1.0
1.0,1245.0,73.0,1.0
1.0,3194.0,243.0,1.0
1.0,3799.0,503.0,1.0
1.0,3272.0,326.0,1.0
1.0,2986.0,2.0,1.0
1.0,3038.0,74.0,1.0
1.0,3516.0,114.0,1.0
1.0,525.0,0.0,1.0
1.0,577.0,5.0,1.0
1.0,555.0,16.0,1.0
1.0,527.0,0.0,1.0
1.0,3209.0,197.0,1.0
1.0,3265.0,235.0,1.0
1.0,3210.0,186.0,1.0
1.0,3268.0,298.0,1.0
1.0,3482.0,96.0,1.0
1.0,652.0,60.0,1.0
1.0,551.0,5.0,1.0
1.0,3462.0,168.0,1.0
1.0,3627.0,204.0,1.0
1.0,3867.0,342.0,1.0
1.0,4073.0,743.0,1.0
1.0,4156.0,668.0,1.0
1.0,3132.0,41.0,1.0
1.0,3215.0,223.0,1.0
1.0,3164.0,225.0,1.0
1.0,269.0,36.0,1.0
1.0,3033.0,19.0,1.0
1.0,688.0,18.0,1.0
1.0,1005.0,400.0,1.0
1.0,1105.0,374.0,1.0
1.0,558.0,46.0,1.0
1.0,6396.0,206.0,1.0
1.0,523.0,0.0,1.0
1.0,2993.0,28.0,1.0
1.0,2979.0,61.0,1.0
1.0,1048.0,94.0,1.0
1.0,3353.0,301.0,1.0
1.0,913.0,249.0,1.0
1.0,3000.0,20.0,1.0
1.0,813.0,296.0,1.0
1.0,214.0,131.0,1.0
1.0,847.0,478.0,1.0
1.0,3462.0,452.0,1.0
1.0,3000.0,20.0,1.0
1.0,3113.0,199.0,1.0
1.0,525.0,0.0,1.0
1.0,311.0,172.0,1.0
1.0,4073.0,743.0,1.0
1.0,544.0,23.0,1.0
1.0,3515.0,453.0,1.0
1.0,2986.0,2.0,1.0
1.0,3290.0,308.0,1.0
1.0,3979.0,502.0,1.0
1.0,3303.0,225.0,1.0
1.0,3136.0,185.0,1.0
1.0,3008.0,73.0,1.0
1.0,1291.0,325.0,1.0
1.0,552.0,0.0,1.0
1.0,3221.0,261.0,1.0
1.0,1074.0,94.0,1.0
1.0,3491.0,8.0,1.0
1.0,3256.0,512.0,1.0
1.0,3389.0,544.0,1.0
1.0,3570.0,303.0,1.0
1.0,3498.0,112.0,1.0
1.0,3852.0,784.0,1.0
1.0,3711.0,493.0,1.0
1.0,4073.0,743.0,1.0
1.0,3441.0,572.0,1.0
1.0,995.0,249.0,1.0
1.0,3809.0,587.0,1.0
1.0,3124.0,110.0,1.0
1.0,2986.0,2.0,1.0
1.0,864.0,340.0,1.0
1.0,553.0,0.0,1.0
1.0,2969.0,5.0,1.0
1.0,2961.0,2.0,1.0
1.0,3482.0,96.0,1.0
1.0,3516.0,640.0,1.0
1.0,4719.0,1216.0,1.0
1.0,3212.0,310.0,1.0
1.0,559.0,13.0,1.0
1.0,3325.0,190.0,1.0
1.0,3536.0,178.0,1.0
1.0,4591.0,1013.0,1.0
1.0,3175.0,36.0,1.0
1.0,645.0,78.0,1.0
1.0,3328.0,161.0,1.0
1.0,3362.0,354.0,1.0
1.0,3520.0,101.0,1.0
1.0,3449.0,313.0,1.0
1.0,3133.0,127.0,1.0
1.0,536.0,4.0,1.0
1.0,3093.0,106.0,1.0
1.0,3482.0,96.0,1.0
1.0,1090.0,95.0,1.0
1.0,595.0,32.0,1.0
1.0,700.0,110.0,1.0
1.0,2986.0,2.0,1.0
1.0,3457.0,316.0,1.0
1.0,4073.0,743.0,1.0
1.0,832.0,190.0,1.0
1.0,6257.0,516.0,1.0
1.0,1539.0,336.0,1.0
1.0,3484.0,96.0,1.0
1.0,3136.0,499.0,1.0
1.0,3344.0,263.0,1.0
1.0,2998.0,50.0,1.0
1.0,3000.0,20.0,1.0
1.0,3208.0,154.0,1.0
1.0,3168.0,294.0,1.0
1.0,3883.0,494.0,1.0
1.0,3041.0,99.0,1.0
1.0,3214.0,137.0,1.0
1.0,3320.0,178.0,1.0
1.0,3409.0,388.0,1.0
1.0,9032.0,174.0,1.0
1.0,2964.0,2.0,1.0
1.0,652.0,158.0,1.0
1.0,1119.0,54.0,1.0
1.0,3397.0,272.0,1.0
1.0,3611.0,170.0,1.0
1.0,3868.0,717.0,1.0
1.0,3891.0,344.0,1.0
1.0,3112.0,111.0,1.0
1.0,3337.0,288.0,1.0
1.0,2983.0,22.0,1.0
1.0,3346.0,248.0,1.0
1.0,610.0,48.0,1.0
1.0,562.0,5.0,1.0
1.0,2472.0,680.0,1.0
1.0,256.0,168.0,1.0
1.0,4381.0,706.0,1.0
1.0,3056.0,127.0,1.0
1.0,680.0,114.0,1.0
1.0,1148.0,210.0,1.0
1.0,3618.0,719.0,1.0
1.0,2976.0,7.0,1.0
1.0,3550.0,414.0,1.0
1.0,1205.0,275.0,1.0
1.0,3023.0,82.0,1.0
1.0,3646.0,111.0,1.0
1.0,4073.0,743.0,1.0
1.0,3550.0,438.0,1.0
1.0,3210.0,157.0,1.0
1.0,2986.0,2.0,1.0
1.0,3261.0,156.0,1.0
1.0,1401.0,745.0,1.0
1.0,3175.0,161.0,1.0
1.0,642.0,48.0,1.0
1.0,581.0,41.0,1.0
1.0,812.0,45.0,1.0
1.0,1243.0,208.0,1.0
1.0,3065.0,86.0,1.0
1.0,3003.0,8.0,1.0
1.0,3028.0,58.0,1.0
1.0,3021.0,9.0,1.0
1.0,4410.0,530.0,1.0
1.0,2994.0,30.0,1.0
1.0,1503.0,252.0,1.0
1.0,3943.0,445.0,1.0
1.0,3002.0,11.0,1.0
1.0,3302.0,196.0,1.0
1.0,4073.0,743.0,1.0
1.0,3867.0,342.0,1.0
1.0,3231.0,162.0,1.0
1.0,3273.0,200.0,1.0
1.0,3612.0,204.0,1.0
1.0,1064.0,333.0,1.0
1.0,3600.0,673.0,1.0
1.0,776.0,313.0,1.0
1.0,3943.0,445.0,1.0
1.0,3482.0,96.0,1.0
1.0,761.0,208.0,1.0
1.0,2986.0,2.0,1.0
1.0,3514.0,501.0,1.0
1.0,2964.0,4.0,1.0
1.0,3546.0,299.0,1.0
1.0,2088.0,426.0,1.0
1.0,3018.0,31.0,1.0
1.0,562.0,0.0,1.0
1.0,3026.0,32.0,1.0
1.0,3036.0,78.0,1.0
1.0,3565.0,593.0,1.0
1.0,4073.0,743.0,1.0
1.0,3436.0,219.0,1.0
1.0,615.0,53.0,1.0
1.0,660.0,46.0,1.0
1.0,3160.0,136.0,1.0
1.0,3149.0,184.0,1.0
1.0,2977.0,11.0,1.0
1.0,956.0,432.0,1.0
1.0,2984.0,11.0,1.0
1.0,3598.0,187.0,1.0
1.0,2994.0,16.0,1.0
1.0,536.0,1.0,1.0
1.0,3485.0,559.0,1.0
1.0,2988.0,11.0,1.0
1.0,9219.0,163.0,1.0
1.0,4073.0,743.0,1.0
1.0,2986.0,2.0,1.0
1.0,4381.0,706.0,1.0
1.0,3076.0,77.0,1.0
1.0,3794.0,718.0,1.0
1.0,595.0,82.0,1.0
1.0,3028.0,25.0,1.0
1.0,902.0,207.0,1.0
1.0,3347.0,358.0,1.0
1.0,3943.0,445.0,1.0
1.0,1454.0,527.0,1.0
1.0,3018.0,25.0,1.0
1.0,3656.0,293.0,1.0
1.0,3828.0,377.0,1.0
1.0,7051.0,885.0,1.0
1.0,672.0,65.0,1.0
1.0,1090.0,507.0,1.0
1.0,3260.0,33.0,1.0
1.0,2984.0,48.0,1.0
1.0,4073.0,743.0,1.0
1.0,3532.0,105.0,1.0
1.0,2982.0,9.0,1.0
1.0,740.0,50.0,1.0
1.0,2994.0,43.0,1.0
1.0,3237.0,126.0,1.0
1.0,3085.0,133.0,1.0
1.0,553.0,0.0,1.0
1.0,3284.0,280.0,1.0
1.0,1044.0,363.0,1.0
1.0,3139.0,95.0,1.0
1.0,3089.0,116.0,1.0
1.0,3148.0,194.0,1.0
1.0,3735.0,256.0,1.0
1.0,3214.0,387.0,1.0
1.0,1045.0,94.0,1.0
1.0,4073.0,743.0,1.0
1.0,3413.0,429.0,1.0
1.0,3129.0,116.0,1.0
1.0,605.0,38.0,1.0
1.0,3089.0,171.0,1.0
1.0,555.0,0.0,1.0
1.0,891.0,132.0,1.0
1.0,3057.0,255.0,1.0
1.0,3066.0,125.0,1.0
1.0,3000.0,56.0,1.0
1.0,856.0,454.0,1.0
1.0,4337.0,891.0,1.0
1.0,3390.0,344.0,1.0
1.0,3331.0,343.0,1.0
1.0,2986.0,2.0,1.0
1.0,850.0,269.0,1.0
1.0,976.0,590.0,1.0
1.0,3033.0,164.0,1.0
1.0,3091.0,41.0,1.0
1.0,3139.0,216.0,1.0
1.0,2984.0,48.0,1.0
1.0,536.0,4.0,1.0
1.0,1187.0,410.0,1.0
1.0,3140.0,179.0,1.0
1.0,3943.0,445.0,1.0
1.0,2964.0,3.0,1.0
1.0,3467.0,387.0,1.0
1.0,3102.0,119.0,1.0
1.0,3608.0,318.0,1.0
1.0,2976.0,7.0,1.0
1.0,3728.0,551.0,1.0
1.0,3720.0,142.0,1.0
1.0,4073.0,743.0,1.0
1.0,3039.0,135.0,1.0
1.0,3712.0,293.0,1.0
1.0,3482.0,96.0,1.0
1.0,3073.0,47.0,1.0
1.0,3626.0,156.0,1.0
1.0,1634.0,437.0,1.0
1.0,3065.0,155.0,1.0
1.0,3110.0,118.0,1.0
1.0,3068.0,91.0,1.0
1.0,3079.0,264.0,1.0
1.0,3246.0,305.0,1.0
1.0,3171.0,403.0,1.0
1.0,2986.0,2.0,1.0
1.0,3226.0,353.0,1.0
1.0,1097.0,104.0,1.0
1.0,2995.0,7.0,1.0
1.0,3383.0,270.0,1.0
1.0,702.0,146.0,1.0
1.0,949.0,189.0,1.0
1.0,574.0,4.0,1.0
1.0,1212.0,154.0,1.0
1.0,1316.0,570.0,1.0
1.0,3253.0,234.0,1.0
1.0,180.0,89.0,1.0
1.0,3483.0,97.0,1.0
1.0,1323.0,564.0,1.0
1.0,2967.0,8.0,1.0
1.0,6400.0,402.0,1.0
1.0,3228.0,315.0,1.0
1.0,1144.0,225.0,1.0
1.0,2974.0,6.0,1.0
1.0,3047.0,167.0,1.0
1.0,3260.0,265.0,1.0
1.0,3323.0,145.0,1.0
1.0,4175.0,418.0,1.0
1.0,3091.0,212.0,1.0
1.0,557.0,37.0,1.0
1.0,526.0,0.0,1.0
1.0,3460.0,452.0,1.0
1.0,3370.0,289.0,1.0
1.0,2961.0,3.0,1.0
1.0,2993.0,37.0,1.0
1.0,1424.0,152.0,1.0
1.0,3008.0,28.0,1.0
1.0,2986.0,2.0,1.0
1.0,4073.0,743.0,1.0
1.0,3841.0,499.0,1.0
1.0,3349.0,252.0,1.0
1.0,3751.0,603.0,1.0
1.0,3000.0,20.0,1.0
1.0,2965.0,3.0,1.0
1.0,3208.0,252.0,1.0
1.0,3027.0,122.0,1.0
1.0,2961.0,2.0,1.0
1.0,3303.0,420.0,1.0
1.0,3943.0,445.0,1.0
1.0,3192.0,110.0,1.0
1.0,3482.0,96.0,1.0
1.0,819.0,392.0,1.0
1.0,997.0,317.0,1.0
1.0,701.0,122.0,1.0
1.0,3214.0,239.0,1.0
1.0,3133.0,297.0,1.0
1.0,3625.0,447.0,1.0
1.0,3401.0,226.0,1.0
1.0,267.0,156.0,1.0
1.0,4209.0,701.0,1.0
1.0,3296.0,130.0,1.0
1.0,6208.0,151.0,1.0
1.0,3139.0,146.0,1.0
1.0,3542.0,155.0,1.0
1.0,4073.0,743.0,1.0
1.0,3052.0,52.0,1.0
1.0,2961.0,2.0,1.0
1.0,3042.0,25.0,1.0
1.0,2989.0,6.0,1.0
1.0,3740.0,321.0,1.0
1.0,3045.0,21.0,1.0
1.0,3404.0,565.0,1.0
1.0,2974.0,23.0,1.0
1.0,2979.0,21.0,1.0
1.0,20874.0,114.0,1.0
1.0,4172.0,528.0,1.0
1.0,2986.0,2.0,1.0
1.0,3943.0,445.0,1.0
1.0,3763.0,714.0,1.0
1.0,3598.0,568.0,1.0
1.0,3844.0,559.0,1.0
1.0,3159.0,41.0,1.0
1.0,790.0,376.0,1.0
1.0,9069.0,197.0,1.0
1.0,3541.0,549.0,1.0
1.0,724.0,133.0,1.0
1.0,4073.0,743.0,1.0
1.0,825.0,327.0,1.0
1.0,2995.0,6.0,1.0
1.0,3072.0,50.0,1.0
1.0,165.0,92.0,1.0
1.0,3028.0,24.0,1.0
1.0,3418.0,218.0,1.0
1.0,3755.0,128.0,1.0
1.0,2965.0,5.0,1.0
1.0,3015.0,7.0,1.0
1.0,3230.0,168.0,1.0
1.0,3005.0,38.0,1.0
1.0,2983.0,18.0,1.0
1.0,2962.0,4.0,1.0
1.0,6114.0,44.0,1.0
1.0,590.0,48.0,1.0
1.0,3160.0,80.0,1.0
1.0,3206.0,118.0,1.0
1.0,3280.0,409.0,1.0
1.0,1106.0,106.0,1.0
1.0,3200.0,285.0,1.0
1.0,3147.0,184.0,1.0
1.0,4073.0,743.0,1.0
1.0,3451.0,242.0,1.0
1.0,2975.0,21.0,1.0
1.0,1316.0,168.0,1.0
1.0,2986.0,2.0,1.0
1.0,147.0,35.0,1.0
1.0,148.0,33.0,1.0
1.0,3482.0,96.0,1.0
1.0,1211.0,200.0,1.0
1.0,3209.0,537.0,1.0
1.0,3061.0,18.0,1.0
1.0,1136.0,112.0,1.0
1.0,2991.0,31.0,1.0
1.0,668.0,95.0,1.0
1.0,1126.0,113.0,1.0
1.0,591.0,14.0,1.0
1.0,1074.0,94.0,1.0
1.0,720.0,146.0,1.0
1.0,2971.0,9.0,1.0
1.0,3532.0,105.0,1.0
1.0,664.0,266.0,1.0
1.0,3387.0,356.0,1.0
1.0,2997.0,36.0,1.0
1.0,638.0,37.0,1.0
1.0,3882.0,456.0,1.0
1.0,3124.0,129.0,1.0
1.0,3633.0,831.0,1.0
1.0,3095.0,96.0,1.0
1.0,4073.0,743.0,1.0
1.0,3057.0,46.0,1.0
1.0,3541.0,141.0,1.0
1.0,3700.0,395.0,1.0
1.0,2989.0,24.0,1.0
1.0,3196.0,156.0,1.0
1.0,2962.0,2.0,1.0
1.0,3862.0,374.0,1.0
1.0,3225.0,189.0,1.0
1.0,575.0,36.0,1.0
1.0,3616.0,653.0,1.0
1.0,112.0,5.0,1.0
1.0,3124.0,204.0,1.0
1.0,3306.0,142.0,1.0
1.0,3649.0,233.0,1.0
1.0,2986.0,2.0,1.0
1.0,3484.0,96.0,1.0
1.0,3510.0,98.0,1.0
1.0,3553.0,106.0,1.0
1.0,3143.0,279.0,1.0
1.0,1027.0,295.0,1.0
1.0,3024.0,62.0,1.0
1.0,628.0,98.0,1.0
1.0,3341.0,392.0,1.0
1.0,3284.0,339.0,1.0
1.0,4209.0,701.0,1.0
1.0,4073.0,743.0,1.0
1.0,2965.0,6.0,1.0
1.0,3168.0,194.0,1.0
1.0,1067.0,548.0,1.0
1.0,2962.0,3.0,1.0
1.0,710.0,189.0,1.0
1.0,3035.0,38.0,1.0
1.0,3433.0,425.0,1.0
1.0,897.0,437.0,1.0
1.0,3329.0,149.0,1.0
1.0,3986.0,690.0,1.0
1.0,711.0,200.0,1.0
1.0,3622.0,408.0,1.0
1.0,3525.0,480.0,1.0
1.0,3237.0,147.0,1.0
1.0,4381.0,706.0,1.0
1.0,3752.0,402.0,1.0
1.0,3836.0,463.0,1.0
1.0,3654.0,453.0,1.0
1.0,3260.0,230.0,1.0
1.0,992.0,346.0,1.0
1.0,3687.0,189.0,1.0
1.0,3565.0,58.0,1.0
1.0,3047.0,67.0,1.0
1.0,6347.0,257.0,1.0
1.0,3071.0,81.0,1.0
1.0,4073.0,743.0,1.0
1.0,3905.0,250.0,1.0
1.0,3081.0,144.0,1.0
1.0,117.0,18.0,1.0
1.0,3476.0,878.0,1.0
1.0,1145.0,136.0,1.0
1.0,782.0,283.0,1.0
1.0,3021.0,39.0,1.0
1.0,3117.0,164.0,1.0
1.0,9037.0,70.0,1.0
1.0,3822.0,377.0,1.0
1.0,3236.0,203.0,1.0
1.0,630.0,17.0,1.0
1.0,3172.0,115.0,1.0
1.0,744.0,214.0,1.0
1.0,3227.0,143.0,1.0
1.0,3324.0,419.0,1.0
1.0,798.0,368.0,1.0
1.0,3343.0,326.0,1.0
1.0,4209.0,701.0,1.0
1.0,976.0,383.0,1.0
1.0,3738.0,406.0,1.0
1.0,2986.0,2.0,1.0
1.0,723.0,321.0,1.0
1.0,3451.0,293.0,1.0
1.0,4073.0,743.0,1.0
1.0,3069.0,172.0,1.0
1.0,818.0,372.0,1.0
1.0,3040.0,118.0,1.0
1.0,798.0,121.0,1.0
1.0,612.0,33.0,1.0
1.0,745.0,173.0,1.0
1.0,3088.0,39.0,1.0
1.0,3621.0,188.0,1.0
1.0,564.0,10.0,1.0
1.0,3228.0,126.0,1.0
1.0,617.0,147.0,1.0
1.0,3118.0,40.0,1.0
1.0,3943.0,445.0,1.0
1.0,3050.0,73.0,1.0
1.0,4073.0,743.0,1.0
1.0,2986.0,2.0,1.0
1.0,6110.0,118.0,1.0
1.0,639.0,272.0,1.0
1.0,751.0,248.0,1.0
1.0,526.0,2.0,1.0
1.0,3514.0,110.0,1.0
1.0,3189.0,354.0,1.0
1.0,3063.0,131.0,1.0
1.0,3171.0,170.0,1.0
1.0,3701.0,813.0,1.0
1.0,3046.0,57.0,1.0
1.0,3176.0,36.0,1.0
1.0,4154.0,368.0,1.0
1.0,3435.0,495.0,1.0
1.0,14906.0,288.0,1.0
1.0,559.0,15.0,1.0
1.0,108.0,0.0,1.0
1.0,3482.0,96.0,1.0
1.0,3219.0,108.0,1.0
1.0,3024.0,41.0,1.0
1.0,2963.0,2.0,1.0
1.0,3683.0,359.0,1.0
1.0,796.0,152.0,1.0
1.0,530.0,0.0,1.0
1.0,2960.0,2.0,1.0
1.0,2960.0,2.0,1.0
1.0,3160.0,195.0,1.0
1.0,3455.0,491.0,1.0
1.0,3120.0,191.0,1.0
1.0,3004.0,66.0,1.0
1.0,687.0,163.0,1.0
1.0,3013.0,35.0,1.0
1.0,3605.0,164.0,1.0
1.0,105.0,0.0,1.0
1.0,3717.0,462.0,1.0
1.0,4073.0,743.0,1.0
1.0,992.0,240.0,1.0
1.0,3136.0,275.0,1.0
1.0,3516.0,830.0,1.0
1.0,3497.0,350.0,1.0
1.0,1442.0,797.0,1.0
1.0,812.0,175.0,1.0
1.0,3482.0,96.0,1.0
1.0,2986.0,2.0,1.0
1.0,3204.0,225.0,1.0
1.0,3695.0,313.0,1.0
1.0,1045.0,94.0,1.0
1.0,3769.0,442.0,1.0
1.0,3311.0,310.0,1.0
1.0,3595.0,216.0,1.0
1.0,932.0,303.0,1.0
1.0,4293.0,815.0,1.0
1.0,3014.0,73.0,1.0
1.0,4785.0,698.0,1.0
1.0,3222.0,32.0,1.0
1.0,2985.0,56.0,1.0
1.0,3139.0,302.0,1.0
